row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,
626,413.26560320172996,10.271521212121213,25137.32063281494,0,33610.3955468771,0,79685.65482347294,547156.5942834774,66211.48001269961,7041.514328125799,0,268850.0651934551,1539052.476469531,0,1263427.684424856,1674382.287437137,822949.1448909965,
627,375.25020632002094,8.38496,47455.909578128754,33118.737992186885,60905.0774023535,29605.487953125652,359251.12017577793,3093140.6881430517,100491.97915401694,142780.00936913965,21858.3633124993,2969032.9836381963,2371677.814369244,20749.575001954887,1.8878112561528876E7,1.7846917098645862E7,1.620409370912706E7,
628,312.11555375598726,4.3549500000000005,7502.851142578204,12245.339114745773,66875.95597265367,12780.720085937806,103589.72259654349,1094436.4167992892,108242.11156789167,0,0,1125595.9583623582,784856.3481800564,0,8706221.257158512,1.0526124621363299E7,6789241.839592667,
629,464.19100075919613,5.094498809523809,12539.741657225557,20141.866666016187,116071.90053320151,26597.82721191313,155894.6033829985,1158279.683726372,198041.16878646082,2587.0212441405083,0,1106432.5741588564,1452997.2575513318,5740.57720410189,5435198.026499812,6264790.086444149,8212896.818599299,
630,621.2711681616819,7.709590277777777,3984.6317265626612,5932.817544921323,83651.31396875257,2645.9070952148713,195296.80927641212,1579078.5455076282,218319.88621874875,0,0,1415597.2922027512,1949061.1077566934,0,3017367.8178995466,2862258.0878199153,5530993.764897315,
631,302.2138518300997,6.263506944444443,2643.826904297118,10607.971074219044,185907.37922265695,12130.004973632622,113504.5150864941,1176302.9288078554,137452.354730469,0,0,1213138.556587982,801236.0676259169,0,8230386.338825475,9810281.111467194,8062059.599979899,
632,570.3547796661601,7.542029487179489,18504.54266699154,11871.574396484402,338621.43058789533,12071.734278320531,185676.11319494195,3504500.94910771,320889.55615104403,0,0,3206783.763264694,5323415.472643427,6753.561955078239,1.660426578008587E7,2.311313019666143E7,2.7847554180443443E7,
633,463.2320151839937,6.6446000000000005,12268.218630860396,8476.885326658985,57881.984781252264,38318.55105859537,126687.33003720308,921300.7575394401,109295.00044531297,0,0,888484.4831663049,1065132.959572715,0,3601570.238700137,4772248.603789224,4715103.229403877,
634,206.08097283797858,4.31763717948718,23944.72821337992,6125.594394775846,220115.1064843741,21325.245958983647,140250.94527380978,963525.1507539126,99243.28136700517,2306.98084863277,0,1008393.6016045412,1106786.0194384365,0,3492843.6449096045,5624482.128586327,4761307.537739595,
635,414.1478836286046,4.517673809523809,24949.515595214223,21147.39698095668,130925.14767626686,19524.69556249996,109395.49824460683,901896.6373969435,179679.34107031362,0,982.9994194335559,885414.266575522,877540.7141112296,2777.0340678709417,4058462.1599709615,3870314.140740298,5742860.114832971,
636,813.6828539982549,10.00388888888889,150597.73399218224,23446.80787109249,30269.30683593274,1650319.2689376003,135136.0002213598,69597.41195215035,695620.758937598,152381.22957810137,3900.769294921725,661763.8257929676,3411923.947861614,517962.4143750663,31712.565886719723,1781058.9038436804,3.658860938676789E7,
637,331.6748855378892,8.148580555555554,25856.909609376766,5777.670250000404,114994.58031982573,6207.522646484049,195457.97733147055,1165307.333250402,216881.63859227014,0,0,1348748.2515403854,1570716.391536441,0,4110065.4779289393,4552752.102398949,4340240.471510777,
638,300.28874678611754,8.622006666666667,27030.59146679833,5485.4447314459685,95627.85017968832,23477.09685937568,155054.65559877045,443139.46766666573,108099.66137351216,15837.751562011625,7155.253560545704,653492.7496897248,1021615.1834311683,5203.682269532888,4293156.553955679,3896473.2237032936,5572836.670460198,
639,400.7639624161307,9.508838095238096,8131.645908202933,11213.733863282941,192665.40376073707,14661.946388676777,111471.3165070659,959062.525866261,598456.3392366046,0,12390.731249997767,4131443.0769339576,3696325.5481487876,22618.974136719153,1.1037263670094088E7,3952187.6486897334,5393059.183332628,
640,438.2973679753093,7.675330303030304,19508.199755859972,0,142721.97987499958,7279.102441406482,148793.4962196812,953041.4214523653,123090.72282589081,0,0,1390943.2142202468,2276678.047551892,0,7182941.387430658,8796507.177869087,1.0108493162150329E7,
641,211.14381703495707,3.958909999999999,8506.730140625352,17878.245853759443,76440.72010546911,24579.281108154253,73658.87813616093,609173.2741679627,185323.21800781222,3709.0324028322175,1487.3123540038491,653184.2703521203,657822.5236030509,2644.9336259765023,4145980.523779043,3686531.48513613,6199735.307398065,
642,530.198776876708,5.802961538461539,7797.862631835733,11172.593180175523,76810.62955078122,31934.88933642628,115020.21592429317,1089048.4712200474,135973.28128515586,0,0,1020097.5974972165,1240269.2649492268,3492.494560547326,2136868.7979896124,4160629.1166685396,4032246.5203125062,
643,130.06496618563537,4.715656666666667,19828.982405763567,15747.71895312426,46971.71482226486,42589.767464843644,86410.12539248624,861326.683614392,102074.3039965832,8323.903384765217,12453.57924780323,751736.0986190524,803547.0930792406,1977.604416992348,2697082.6439550146,4145457.7765811062,4921071.065513216,
644,362.92606192129637,0.26103255555555555,1.7457882153200023E7,2.4283013956465602E7,4.129305900594998E7,2.249284365523124E7,3.6450767894821875E7,2.7807745558776166E7,5.049792165112965E7,7087141.894782809,9647839.62266679,3.6714317040135704E7,4.7119882549243115E7,7161511.209873436,1.6594425738378894E7,3.0475424409774993E7,4.128703972912754E7,
645,430.9132002766927,0.26042777777777776,1.409531342742502E7,2.0025437486753106E7,3.3188017666681234E7,1.9121892602649994E7,2.8677771781620312E7,2.097313802768808E7,4.788922633001256E7,5502682.844999998,8224570.674592914,2.7217005004932135E7,3.9165162571894445E7,6112324.858511718,1.2540400035324993E7,2.3297465143879678E7,3.2906691886750005E7,
646,498.9004077148437,0.26042777777777776,8940241.45485001,1.3145111219854675E7,2.1435858084781244E7,1.2051238275084373E7,1.7420229956956252E7,1.2093467820070228E7,3.159579139621254E7,3341167.0784468735,5458679.712549996,1.6676637602787497E7,2.5079557323037367E7,4005973.3367996085,6192119.680624995,1.3487227765083978E7,1.9781976764450002E7,
647,566.8879982503255,0.2596578888888889,7457819.41045001,1.1606780317907803E7,1.8114142940824993E7,1.0810512391162494E7,1.3952905428251566E7,8935402.442574099,2.8922639943412535E7,2502850.96743789,4391693.865774997,1.301194190296116E7,2.4910657013203125E7,2986611.9314729488,4348076.565124998,9839995.183249995,1.5097886512675002E7,
648,206.89364553523217,0.2837616666666667,1632988.7719144532,1263289.2176115247,6937232.37738203,1864122.1753859413,4857516.4695156235,1.4845452104617078E7,9159646.342423437,641823.6399154788,760807.5668585931,1.917464246801577E7,1.9855415758822486E7,737746.6579879883,4.165301439624284E7,5.71134610331887E7,6.6456810811856695E7,
649,130.04975783114455,0.38007066666666667,1785335.5899750013,1675827.3783515652,4546522.847962502,1692053.5859109403,5549186.109503119,1.9197523995380487E7,6582255.189937496,510352.03974296956,362653.19751015573,2.014613520092373E7,1.6561595225586154E7,404130.1510507808,3.1962524404627368E7,3.496442052105119E7,2.6846699145113688E7,
650,762.9792672668942,7.530146666666667,0,0,222775.8176718744,2914.6051054686377,103979.3303203157,5800834.727541003,86409.35659375341,0,0,5169308.983645743,5978532.580202373,0,1.915829157902173E7,2.676098303289057E7,2.5017917416329715E7,
651,378.92523882711583,0.3001215555555556,1182847.5504867176,1537124.7108890642,4174680.221635937,2107072.2097390643,5716718.471989845,8159820.998738431,7488797.489292984,372499.4126725098,486010.78361855476,8337467.494541814,1.8449464110354755E7,483670.92238017614,1.1320375512745382E7,1.1873644040990548E7,1.2564827051901478E7,
652,189.15953088185145,0.2626558888888889,761212.2804691416,687049.131651562,2316148.636406249,582958.365488281,1856928.7844312498,4671678.419788873,2136164.5036373553,256267.26056406245,142617.91906406241,4443830.927450594,3593349.313729838,232328.93494023435,5499909.666650614,5419756.377049107,4787428.115839694,
653,494.8422602636636,0.3001215555555556,824144.1455414058,1187282.71183589,3370892.5673382813,1380688.5570230486,4388922.794369531,6179626.948940923,5588114.710780186,205433.26255839836,270760.83534414065,6676644.614015702,1.3832150747203719E7,302944.68871796905,8552551.56000063,9826591.010822652,1.1580628947906388E7,
654,1069.7151692708333,8.153801851851851,0,0,14209.281513671178,9216.762385742257,0,3771693.7022259673,16533.974796875602,0,0,3242106.8126816815,5953726.839188914,0,2.304722139070494E7,2.5897408084793586E7,3.0444592275125198E7,
655,543.343645040881,8.152024074074072,0,0,201691.92966260007,0,167829.47978027578,3879932.890685378,198829.64192187798,0,0,4067776.593355154,5975033.981097991,0,1.390933785172598E7,2.703766644613361E7,2.168480201888503E7,
656,149.02321268434878,5.992285555555556,70487.77985937658,85892.6446132801,504997.7076914145,123879.10860546965,697219.9119101556,2874891.0298984516,478662.82913671236,105880.40902148299,63049.069089843484,3005936.3827425865,3284055.344318431,23397.973628909735,1.2713535684357237E7,1.690266248930834E7,1.8131959399298742E7,
657,333.143897708257,4.937086666666667,1041.3559204101161,0,66856.20035742002,0,106640.3640996096,2996162.6965771946,17722.39379492125,0,0,3036828.6367706372,3214331.0546804485,0,8906122.11354691,9858491.199399555,1.0429972206796965E7,
658,424.34163003896737,7.30476515151515,0,4175.1802373044175,133053.84688672255,6087.1838671871055,79583.8486093751,3288809.206867527,145728.2095262283,0,0,3646523.7314168676,3883878.576071434,0,1.9881815443163555E7,3.0989938843881674E7,3.3156244007956896E7,
659,770.9641542787906,7.520035185185185,0,0,13155.100449217542,0,8460.035023438006,2507724.673187162,16163.978750000006,0,0,1593203.876829601,1971596.526946425,0,8098645.253511144,1.0525328301350424E7,1.0477502822305104E7,
660,541.3281665001388,7.7044814814814835,0,0,51767.47495507829,0,22657.630441406134,2416682.2666845405,25248.54253027295,0,0,1976540.5490684465,2272677.7827308374,0,1.682625910451324E7,2.0926284818838138E7,2.1056996467401765E7,
661,516.3054662459513,7.1177242424242415,10593.9052812503,0,85213.07585351332,3871.4762109371723,103958.52674804714,2619369.300148067,100080.05236328187,0,0,3195521.958710564,3135794.323916652,0,4.754129518425757E7,5.799847806544195E7,4.4918844859604314E7,
662,288.6513102072256,7.34706851851852,0,0,117211.32769140403,0,100285.18162109212,2185135.7025825894,43015.14989843725,0,0,3158594.9221573696,1762674.0483489563,0,8841905.556732208,1.1542712568985136E7,7190160.984163684,
663,328.9156787908645,0.44086966666666677,12543.732665234409,36892.47567558591,230169.26947343771,11361.732610937406,173627.21733593725,1690702.218934857,191523.57588164066,10159.513936328098,7568.2325789061215,1842584.152487277,3621271.956200224,26374.33232871106,7128286.164040719,1.0458320972366814E7,1.2716639790293302E7,
664,219.17018074479682,0.3194374074074074,0,0,28683.031922656253,0,116593.52186875013,1553291.2647411085,188769.4523032228,0,0,1588154.0587204613,1901502.270304687,0,4134313.395441867,5800243.683609429,4572897.8450205475,
665,546.7949179190177,7.345581481481482,0,0,47234.92988378993,0,26853.852263673765,1800234.1995375738,15060.397335936408,0,0,1301248.4411060116,1541164.873899565,0,6847086.879656301,9680034.204549862,8015207.469155506,
666,460.96774730864024,0.38877033333333333,0,1296.8925631347754,129150.33997597672,0,106764.63533789074,1057171.7664008182,66394.80555241836,0,0,1482032.6256950889,2253851.576123512,0,4330965.431841277,4794745.615600152,7920977.2716862345,
667,490.28974909464523,6.919376666666667,0,0,36307.41472363244,3705.4749145508454,45566.34826367109,1737973.8138887633,31845.280895508058,0,0,1794978.7708093163,1846268.6084326531,0,2.3666546413636178E7,2.0562554137145936E7,2.1737497595432896E7,
668,305.15603807080316,3.3211999999999997,319827.028453614,720367.45063916,632733.2491406231,424804.1866054694,324948.8068730455,1743293.9699804648,90833.35538672001,399487.8103281251,462088.7789667964,2218057.0747667383,995889.9042368159,708212.3277685541,6219012.716869055,5045053.331418164,3708827.5084920013,
669,552.3295824969257,8.151457407407406,0,0,58985.46070312211,0,48340.62250390726,1930838.1635238722,29133.55734179769,0,0,1728487.1475617727,2637854.0502064577,0,6370756.646380863,1.1352091244460803E7,9411435.429823862,
670,312.1100732308847,0.4884853703703704,0,0,9002.547300781249,0,26036.970109765556,1703976.4328514317,9069.142754980501,0,0,1957418.04514271,1821320.317378552,0,4911141.903015344,5019830.72535545,5531924.8215075685,
671,353.2298082139757,6.587101190476191,2412.0045668939765,5369.808438476821,41952.39840136832,3540.9307973636896,4678.045629395027,2088581.6656845235,61006.15251366978,0,3305.731253906153,2003274.8787215336,1821859.9160770185,3017.3151455083407,1.3067922679998612E7,1.4229188012632454E7,1.4414597405111393E7,
672,979.8300743708535,6.205495555555556,13216.423007812235,11051.337773437239,111932.77531640438,11483.315296874844,57336.956109376864,3986976.6504438277,185767.16090364504,3726.3196738281,10352.694431639271,3569261.9548431872,3890604.5238878117,35704.14834375037,1.5933052502391418E7,1.963547392992123E7,2.455027364624856E7,
673,907.770689418512,11.379396428571429,4005.1136601560956,26081.962232908278,175825.69217480195,0,114312.61996874149,3290143.413530313,1812.783440918102,614.9599035642336,2888.839685546065,4878930.399128528,30073.85137988199,598.413245361305,2315691.1103876354,1841320.5674637326,15420.625253907383,
674,590.3213458913974,7.398227777777777,0,0,18361.629266601107,0,22489.2531152338,1451128.1373811392,29964.690493652604,0,0,1622227.8060779208,1600349.5390061429,0,6133638.881786449,5728012.981610063,7525219.314631018,
675,508.339197338952,7.411148333333334,0,0,122133.51295898264,5872.596953124912,147574.0938847662,1787980.6934058836,93084.7631406264,0,0,1736022.2757637496,2124997.2759040184,0,9197333.53507959,1.0887203572973808E7,2.218513930555072E7,
676,1086.1746826171873,6.224885555555556,6518.222732421891,8646.843726562336,176256.5493437525,23327.91814453146,48701.7205390663,3034657.8713627085,51946.67816406014,9291.213531249512,15742.92656250246,3920994.9813351845,4094143.421644541,25606.2156875015,1.5452024396139923E7,1.6027350677666744E7,2.2410365460259642E7,
677,267.16971091780084,1.3223506666666665,13449.574983398341,34587.83303989298,87995.45338125047,38079.75538105498,93900.04388749984,2300580.879477644,169507.11638603386,3925.7914736817174,1163.4487812500636,2262932.5365421316,2088777.0624876847,2060.6435751953204,1.2823052805746617E7,1.2127368398893476E7,1.0913036152294315E7,
678,791.5983288477338,4.491438333333333,0,0,7947.714391601637,0,7987.228483886411,1653979.8194155346,18799.532895507826,0,0,1647572.2990065129,1785024.8181821068,1508.6186147459578,7910260.647565459,8873914.40414549,1.0940189169976097E7,
679,310.20013424240784,5.056321111111113,38876.40961767664,12537.04031738301,448832.18273974536,42655.30270703111,129815.36516992505,1510111.2607163314,371763.0492226578,3091.7259667969947,1636.0188090822808,1627858.8954827006,1574947.495469497,7359.410752929834,5980058.832913871,1.469400196332815E7,1.3545264262685448E7,
680,1259.491404554579,6.22018888888889,3167.4306005858152,5954.539690429507,73781.21186718944,8163.498000000211,34364.67062890211,3614108.1285044528,153801.7385234355,2632.969045898336,29520.012234373433,3484297.8713151035,3509882.6495636012,31957.25762109387,1.5704805806447966E7,1.457499975012617E7,1.6346607507238116E7,
681,1274.6305208720855,5.979406666666666,2477.8229765624046,12276.664833983443,84035.07225390815,7288.91617187504,115615.40388672377,1985019.9499940414,105486.41357030581,6703.655642578703,7140.974507812921,1972734.4135327344,2071605.7740271671,12226.124015625945,6979263.548095235,8890686.160721745,1.2468518086265204E7,
